0	1	31,196
1	1	31,195
2	1	31,194
3	1	31,194
4	1	32,195
5	1	32,194
6	1	33,194
7	1	33,194
8	1	33,193
9	1	33,193
10	1	34,192
11	1	35,190
12	1	35,190
13	1	35,189
14	1	36,187
15	1	36,186
16	1	37,186
17	1	36,184
18	1	38,183
19	1	39,182
20	1	40,181
21	1	40,180
22	1	40,179
23	1	41,180
24	1	40,181
25	1	41,180
26	1	42,179
27	1	42,179
28	1	44,180
29	1	43,180
30	1	44,180
31	1	45,181
32	1	46,183
33	1	46,185
34	1	47,186
35	1	49,187
36	1	49,188
37	1	49,188
38	1	51,188
39	1	52,189
40	1	53,189
41	1	54,189
42	1	55,190
43	1	56,191
44	1	57,191
45	1	58,191
46	1	60,191
47	1	60,192
48	1	61,192
49	1	63,192
50	1	63,193
51	1	65,194
52	1	64,192
53	1	64,191
54	1	65,191
55	1	67,192
56	1	68,191
57	1	66,191
58	1	67,190
59	1	67,190
60	1	69,190
61	1	69,189
62	1	68,187
63	1	70,187
64	1	69,187
65	1	70,186
66	1	72,185
67	1	72,185
68	1	72,184
69	1	73,183
70	1	73,182
71	1	73,182
72	1	75,177
73	1	76,176
74	1	77,174
75	1	79,173
76	1	79,172
77	1	79,169
78	1	80,167
79	1	82,166
80	1	82,165
81	1	82,163
82	1	82,162
83	1	83,161
84	1	84,161
85	1	85,160
86	1	86,159
87	1	86,157
88	1	89,157
89	1	87,155
90	1	87,152
91	1	89,150
92	1	90,146
93	1	90,143
94	1	89,140
95	1	93,141
96	1	92,141
97	1	92,144
98	1	92,141
99	1	92,140
100	1	91,139
101	1	92,138
102	1	92,136
103	1	92,134
104	1	93,132
105	1	92,130
106	1	92,129
107	1	93,128
108	1	93,126
109	1	91,125
110	1	92,123
111	1	91,124
112	1	91,124
113	1	91,123
114	1	90,122
115	1	91,122
116	1	91,121
117	1	92,120
118	1	91,119
119	1	91,117
120	1	91,116
121	1	91,114
122	1	91,113
123	1	90,113
124	1	90,111
125	1	89,110
126	1	89,110
127	1	89,109
128	1	87,108
129	1	87,106
130	1	87,105
131	1	87,105
132	1	86,103
133	1	86,102
134	1	84,101
135	1	83,100
136	1	82,99
137	1	81,98
138	1	80,97
139	1	80,97
140	1	79,95
141	1	78,94
142	1	76,92
143	1	75,90
144	1	74,89
145	1	73,88
146	1	72,88
147	1	71,88
148	1	70,87
149	1	68,86
150	1	67,86
151	1	66,84
152	1	64,83
153	1	63,80
154	1	61,79
155	1	59,78
156	1	59,79
157	1	57,80
158	1	56,82
159	1	55,85
160	1	53,88
161	1	52,89
162	1	51,91
163	1	51,94
164	1	50,97
165	1	48,101
166	1	47,103
167	1	45,105
168	1	44,107
169	1	44,109
170	1	43,112
171	1	42,115
172	1	41,119
173	1	41,122
174	1	39,127
175	1	39,129
176	1	39,134
177	1	38,139
178	1	37,147
179	1	37,156
180	1	37,164
181	1	37,166
182	1	37,169
183	1	38,173
184	1	38,178
185	1	39,179
186	1	40,180
187	1	40,183
188	1	40,186
189	1	42,187
190	1	43,187
191	1	43,188
192	1	44,189
193	1	45,191
194	1	46,191
195	1	47,191
196	1	48,194
197	1	49,197
198	1	52,199
199	1	54,200
200	1	54,198
201	1	55,197
202	1	56,197
203	1	58,195
204	1	60,193
205	1	61,193
206	1	62,193
207	1	63,193
208	1	65,193
209	1	69,193
210	1	68,194
211	1	70,194
212	1	70,195
213	1	72,194
214	1	74,193
215	1	74,194
216	1	75,194
217	1	76,194
218	1	76,194
219	1	77,193
220	1	78,193
221	1	79,191
222	1	80,190
223	1	81,189
224	1	81,187
225	1	83,183
226	1	82,181
227	1	82,180
228	1	83,180
229	1	83,179
230	1	83,179
231	1	83,178
232	1	83,178
233	1	83,178
234	1	84,177
235	1	83,176
236	1	84,176
237	1	84,176
238	1	85,175
239	1	85,174
240	1	87,174
241	1	87,174
242	1	84,174
243	1	84,175
244	1	83,175
245	1	82,176
246	1	82,175
247	1	82,174
248	1	82,175
249	1	82,174
250	1	81,174
251	1	80,174
252	1	80,173
253	1	81,173
254	1	84,174
