0	1	31,180
1	1	32,179
2	1	33,178
3	1	33,178
4	1	33,179
5	1	33,180
6	1	33,180
7	1	33,181
8	1	35,183
9	1	36,183
10	1	36,184
11	1	37,185
12	1	38,185
13	1	40,185
14	1	41,185
15	1	43,184
16	1	44,184
17	1	46,184
18	1	47,184
19	1	49,184
20	1	51,182
21	1	53,182
22	1	56,180
23	1	58,178
24	1	60,176
25	1	61,175
26	1	64,173
27	1	66,170
28	1	68,169
29	1	70,168
30	1	77,167
31	1	78,166
32	1	75,165
33	1	76,165
34	1	78,164
35	1	79,163
36	1	80,161
37	1	82,159
38	1	83,154
39	1	85,151
40	1	86,151
41	1	87,149
42	1	88,144
43	1	90,140
44	1	90,134
45	1	92,134
46	1	91,131
47	1	97,131
48	1	96,128
49	1	96,125
50	1	97,122
51	1	100,121
52	1	98,117
53	1	98,116
54	1	98,114
55	1	98,111
56	1	98,108
57	1	99,106
58	1	99,104
59	1	97,103
60	1	97,102
61	1	96,97
62	1	95,95
63	1	95,94
64	1	94,91
65	1	92,86
66	1	92,85
67	1	92,85
68	1	88,82
69	1	87,81
70	1	86,81
71	1	85,81
72	1	83,81
73	1	81,77
74	1	80,76
75	1	79,69
76	1	78,68
77	1	76,68
78	1	74,67
79	1	73,66
80	1	71,64
81	1	68,62
82	1	68,62
83	1	64,60
84	1	62,60
85	1	60,59
86	1	59,61
87	1	56,63
88	1	52,64
89	1	50,79
90	1	47,81
91	1	45,86
92	1	44,89
93	1	42,94
94	1	40,106
95	1	39,113
96	1	37,129
97	1	36,138
98	1	36,151
99	1	36,166
100	1	36,179
101	1	38,182
102	1	38,188
103	1	40,190
104	1	41,199
105	1	42,205
106	1	44,212
107	1	45,217
108	1	46,223
109	1	47,224
110	1	48,224
111	1	49,225
112	1	50,225
113	1	52,226
114	1	52,227
115	1	53,228
116	1	53,229
117	1	54,230
118	1	55,230
119	1	55,231
120	1	56,232
121	1	57,232
122	1	57,233
123	1	58,233
124	1	58,234
125	1	58,234
126	1	58,232
127	1	59,232
128	1	58,233
129	1	60,231
130	1	60,229
131	1	60,227
132	1	61,218
133	1	61,213
134	1	63,211
135	1	64,204
136	1	65,202
137	1	67,199
138	1	68,198
139	1	70,196
140	1	68,195
141	1	71,195
142	1	72,194
143	1	73,192
144	1	75,191
145	1	75,188
146	1	77,185
147	1	78,182
148	1	78,179
149	1	81,177
150	1	82,168
151	1	84,166
152	1	86,163
153	1	85,161
154	1	88,160
155	1	84,152
156	1	86,150
157	1	86,149
158	1	87,147
159	1	87,147
160	1	88,147
161	1	90,146
162	1	90,146
163	1	90,145
164	1	89,144
165	1	88,140
166	1	89,137
167	1	89,135
168	1	89,136
169	1	89,137
170	1	89,133
171	1	89,129
172	1	89,126
173	1	89,124
174	1	89,123
175	1	89,123
176	1	89,123
177	1	86,120
178	1	86,119
179	1	85,118
180	1	85,118
181	1	86,118
182	1	86,118
183	1	84,117
184	1	82,115
185	1	82,113
186	1	80,112
187	1	79,111
188	1	75,112
189	1	73,112
190	1	72,112
191	1	71,112
192	1	69,112
193	1	70,113
194	1	68,115
195	1	67,115
196	1	64,114
197	1	62,113
198	1	61,113
199	1	58,114
200	1	57,115
201	1	56,116
202	1	55,118
203	1	58,121
204	1	51,123
205	1	51,129
206	1	50,130
207	1	50,147
208	1	49,144
209	1	49,145
210	1	49,150
211	1	49,151
212	1	48,153
213	1	49,161
214	1	48,173
215	1	48,177
216	1	50,181
217	1	49,187
218	1	51,192
219	1	53,192
220	1	53,193
221	1	54,193
222	1	56,193
223	1	56,193
224	1	58,195
225	1	59,197
226	1	60,197
227	1	62,197
228	1	63,197
229	1	64,198
230	1	65,200
231	1	67,200
232	1	68,200
233	1	67,200
234	1	68,200
235	1	69,201
236	1	70,201
237	1	72,200
238	1	73,200
239	1	74,200
240	1	74,197
241	1	76,190
242	1	78,185
243	1	84,183
244	1	86,181
245	1	81,179
246	1	81,178
247	1	82,176
248	1	84,175
249	1	87,167
250	1	88,164
251	1	87,162
252	1	89,161
253	1	91,160
254	1	93,153
